Contrato;Data de publicação;Data de celebração;Data de fecho;Prazo de execução;Preço contratual;Preço total efetivo;Entidade adjudicante (NIF);Entidade adjudicatária (NIF);Entidade adjudicatária (ID);Incrementos superiores a 15%
57;2008-08-20;1970-01-01;1970-01-01;45;30.0;0.0;508412110;502041285;97;0
58;2008-08-20;1970-01-01;1970-01-01;3;43.2;0.0;501457399;500247480;98;0
59;2008-08-20;1970-01-01;1970-01-01;60;9.6;0.0;508184509;506518108;100;0
60;2008-08-21;1970-01-01;1970-01-01;24;5.515;0.0;506572218;501956514;102;0
61;2008-08-21;2008-08-21;2008-09-30;60;6.5;6.5;506963837;507351258;104;0
63;2008-08-21;1970-01-01;1970-01-01;30;18.85884;0.0;501178708;503755397;106;0
64;2008-08-21;1970-01-01;1970-01-01;143;28.05;0.0;501668454;503821012;108;0
65;2008-08-21;1970-01-01;1970-01-01;100;74.525;0.0;501668454;505688220;109;0
66;2008-08-21;1970-01-01;1970-01-01;300;16.34;0.0;506614913;504385020;111;0
67;2008-08-21;1970-01-01;1970-01-01;150;5.075;0.0;506614913;504385020;111;0
68;2008-08-21;1970-01-01;1970-01-01;13;6.36;0.0;501442600;503893684;113;0
69;2008-08-21;1970-01-01;1970-01-01;152;9.4;0.0;501442600;508232481;115;0
70;2008-08-21;1970-01-01;1970-01-01;1;9.6;0.0;506730573;504821440;117;0
71;2008-08-21;1970-01-01;1970-01-01;3;1.50798;0.0;501506306;501782230;119;0
72;2008-08-21;1970-01-01;1970-01-01;1;1.755;0.0;503539473;500886113;121;0
73;2008-08-21;1970-01-01;1970-01-01;2;13.0;0.0;503539473;500886113;121;0
74;2008-08-21;1970-01-01;1970-01-01;1;2.84;0.0;503539473;502098317;122;0
75;2008-08-21;1970-01-01;1970-01-01;4;1.78462;0.0;503539473;500886113;121;0
76;2008-08-21;1970-01-01;1970-01-01;1;40.638;0.0;503539473;502098317;122;0
77;2008-08-21;1970-01-01;1970-01-01;3;18.8778;0.0;503539473;502413603;123;0
78;2008-08-21;1970-01-01;1970-01-01;2;30.85;0.0;503539473;508037611;124;0
79;2008-08-21;1970-01-01;1970-01-01;3;22.878;0.0;503539473;500194670;125;0
80;2008-08-20;1970-01-01;1970-01-01;30;10.9;0.0;506787249;503182710;5;0
81;2008-08-22;1970-01-01;1970-01-01;40;40.0;0.0;505587815;501308970;129;0
82;2009-06-17;1970-01-01;1970-01-01;10;13.0;0.0;511270305;502890398;131;0
83;2008-08-22;1970-01-01;1970-01-01;90;52.44;0.0;501178708;507781350;132;0
84;2008-08-21;1970-01-01;1970-01-01;1;5.096;0.0;506676056;500246963;57;0
85;2008-08-20;1970-01-01;1970-01-01;21;11.82;0.0;506873412;505720558;134;0
86;2009-06-17;2008-08-19;2008-11-18;30;9.0066;7.5055;502106506;501551557;137;0
88;2008-08-22;1970-01-01;1970-01-01;30;14.567;0.0;501380574;154074063;138;0
89;2008-08-20;1970-01-01;1970-01-01;90;50.8;0.0;501373357;500885087;140;0
90;2008-08-22;1970-01-01;1970-01-01;30;76.537;0.0;600054128;502299800;142;0
91;2008-08-25;2008-08-18;1970-01-01;12;13.8;0.0;500051062;500126003;144;0
92;2008-08-25;1970-01-01;1970-01-01;365;22.68323;0.0;680009671;501941231;146;0
93;2008-08-22;1970-01-01;1970-01-01;30;22.05;0.0;501617582;501848533;148;0
94;2008-08-26;1970-01-01;1970-01-01;15;11.025;0.0;501617582;501848533;148;0
95;2008-08-26;2008-08-26;2011-08-23;30;7.85;7.85;506963837;507338472;150;0
97;2008-08-26;1970-01-01;2008-09-08;2;30.0;30.0;500832935;507152662;152;0
98;2008-08-26;1970-01-01;1970-01-01;30;6.00382;0.0;502678917;500183872;62;0
100;2008-08-26;1970-01-01;1970-01-01;10;4.5;0.0;600054128;506155218;156;0
101;2008-08-20;1970-01-01;1970-01-01;60;56.09614;0.0;507339240;500941084;158;0
102;2008-08-20;1970-01-01;1970-01-01;60;17.2;0.0;507339240;506398420;159;0
103;2008-08-27;1970-01-01;1970-01-01;15;12.795;0.0;501120149;166889083;161;0
104;2008-08-27;2008-08-26;2009-09-09;365;21.0;21.0;506556590;507781104;163;0
106;2008-08-22;1970-01-01;1970-01-01;1;14.0;0.0;501272968;502363444;166;0
107;2008-08-27;1970-01-01;1970-01-01;1;6.25;0.0;501272968;165625295;167;0
108;2008-08-27;1970-01-01;1970-01-01;15;8.69502;0.0;504915266;500801118;169;0
109;2008-08-22;1970-01-01;1970-01-01;8;6.28;0.0;505170876;503401145;170;0
110;2008-08-27;1970-01-01;1970-01-01;45;18.15707;0.0;508590582;500074372;171;0
111;2008-08-27;1970-01-01;1970-01-01;1;15.0;0.0;505932512;109612477;66;0
112;2008-08-27;1970-01-01;1970-01-01;5;33.25;0.0;506848957;500097763;174;0
113;2008-08-27;1970-01-01;1970-01-01;60;5.63644;0.0;505387131;506036014;176;0
114;2008-08-27;2008-08-06;2008-08-14;1;8.9385;8.9385;505309939;506545385;178;0
117;2008-08-27;2008-08-27;2008-09-14;4;6.0;6.0;505309939;503841285;183;0
119;2008-08-28;1970-01-01;1970-01-01;30;18.5202;0.0;600017087;501432507;76;0
120;2008-08-28;1970-01-01;1970-01-01;60;68.88;0.0;504538314;502313226;187;0
121;2008-08-28;1970-01-01;1970-01-01;75;35000.0;0.0;600081125;501353542;188;0
122;2008-08-28;1970-01-01;1970-01-01;120;1.3;0.0;600081125;501353542;188;0
123;2008-08-28;1970-01-01;1970-01-01;75;60000.0;0.0;600081125;501353542;188;0
124;2008-08-27;1970-01-01;1970-01-01;5;31.363;0.0;505676770;504850261;190;0
125;2008-08-27;1970-01-01;2008-08-27;1;6.0;6.0;505309939;124685331;191;0
129;2008-08-08;1970-01-01;1970-01-01;30;2.02596;0.0;502104511;501536817;196;0
127;2008-08-28;2008-08-27;2008-09-07;12;4.22;4.22;505984717;501212680;194;0
130;2008-08-08;1970-01-01;1970-01-01;30;27546.0;0.0;502104511;212766406;197;0
131;2008-08-21;1970-01-01;1970-01-01;30;23470.0;0.0;502104511;505409615;198;0
132;2008-08-20;1970-01-01;1970-01-01;30;39264.0;0.0;502104511;502258470;199;0
133;2008-08-28;1970-01-01;1970-01-01;7;8.6465;0.0;512044023;512034095;201;0
134;2008-08-07;2008-08-14;1970-01-01;30;138.58651;0.0;501373357;501862331;202;0
136;2008-08-29;1970-01-01;1970-01-01;1;26.0;0.0;506579425;504306332;205;0
137;2008-08-29;2008-08-11;2008-08-23;20;12.5;12.5;505309939;504792164;206;0
139;2008-08-28;1970-01-01;1970-01-01;1;28.6;0.0;501272968;508146941;207;0
140;2008-08-29;1970-01-01;1970-01-01;30;52147.0;0.0;502104511;502030712;208;0
141;2008-08-08;1970-01-01;1970-01-01;30;22531.0;0.0;502104511;502393157;209;0
142;2008-08-08;1970-01-01;1970-01-01;30;960.0;0.0;502104511;501914420;210;0
143;2008-08-08;1970-01-01;1970-01-01;30;2400.0;0.0;502104511;501914420;210;0
144;2008-08-14;1970-01-01;1970-01-01;30;15802.0;0.0;502104511;502849460;211;0
145;2008-08-29;1970-01-01;1970-01-01;2;10.091;0.0;506657957;502085576;213;0
146;2008-08-29;1970-01-01;1970-01-01;365;14.324;0.0;501547371;502479418;215;0
147;2008-08-29;1970-01-01;1970-01-01;365;38.409;0.0;501547371;502479418;215;0
148;2008-08-29;1970-01-01;1970-01-01;365;14.027;0.0;501547371;502479418;215;0
149;2008-08-29;1970-01-01;1970-01-01;365;19.532;0.0;501547371;502479418;215;0
150;2008-08-29;1970-01-01;1970-01-01;365;12.069;0.0;501547371;502479418;215;0
151;2008-08-29;1970-01-01;1970-01-01;365;80.329;0.0;501547371;502479418;215;0
152;2008-08-29;1970-01-01;1970-01-01;365;82.066;0.0;501547371;502479418;215;0
153;2008-08-29;1970-01-01;1970-01-01;365;46.08;0.0;501547371;502479418;215;0
154;2008-08-29;1970-01-01;1970-01-01;30;13.52;0.0;501613021;501387080;217;0
155;2008-08-29;1970-01-01;1970-01-01;30;63.8;0.0;506791220;119057514;218;0
156;2008-08-11;1970-01-01;1970-01-01;1;4.47;0.0;507012100;502832266;219;0
157;2008-08-29;1970-01-01;1970-01-01;1;68.232;0.0;503539473;504821440;117;0
158;2008-08-29;1970-01-01;1970-01-01;1;11.82;0.0;503539473;500077568;222;0
159;2008-08-29;1970-01-01;1970-01-01;3;27.4536;0.0;503539473;500194670;125;0
160;2008-08-29;1970-01-01;1970-01-01;3;27.4536;0.0;503539473;500194670;125;0
161;2008-08-29;1970-01-01;1970-01-01;5;3.45;0.0;503539473;500032335;224;0
162;2008-08-29;1970-01-01;1970-01-01;5;4.4724;0.0;503539473;502098317;122;0
163;2008-08-29;1970-01-01;1970-01-01;5;12.60801;0.0;501156003;502047097;227;0
164;2008-08-29;1970-01-01;1970-01-01;5;6.1;0.0;501156003;502803843;228;0
165;2008-08-29;2008-08-29;2008-09-10;12;7.25784;7.25784;506862763;506841316;230;0
167;2008-08-29;1970-01-01;1970-01-01;5;4.52828;0.0;506806898;157701700;233;0
168;2008-08-29;1970-01-01;2008-09-28;1;12.0;12.0;506349381;506469077;235;0
169;2009-06-17;1970-01-01;1970-01-01;15;2.68655;0.0;501120149;508270405;236;0
170;2008-09-01;1970-01-01;1970-01-01;10;6.7;0.0;506812820;500296472;238;0
171;2008-09-01;2008-08-27;2008-09-23;35;23.5;22.325;501258027;508691176;240;0
173;2008-08-26;2008-08-14;2008-12-30;30;30.368;30.368;506963837;500231206;242;0
175;2008-09-01;1970-01-01;1970-01-01;30;35795.0;0.0;502104511;504419447;243;0
176;2008-09-01;1970-01-01;1970-01-01;30;4.8144;0.0;502104511;501990046;244;0
177;2008-09-01;1970-01-01;1970-01-01;30;1.66116;0.0;502104511;503899739;245;0
178;2008-09-01;1970-01-01;1970-01-01;30;1.50914;0.0;502104511;503899739;245;0
179;2008-08-08;1970-01-01;1970-01-01;30;10200.0;0.0;502104511;506237052;246;0
180;2008-08-08;1970-01-01;1970-01-01;30;10200.0;0.0;502104511;506237052;246;0
181;2008-09-01;1970-01-01;1970-01-01;30;2280.0;0.0;502104511;501904760;247;0
182;2008-09-01;1970-01-01;1970-01-01;30;300.0;0.0;502104511;501904760;247;0
183;2008-09-01;1970-01-01;1970-01-01;2;7.9252;0.0;505932512;507448979;248;0
184;2008-09-01;1970-01-01;1970-01-01;5;70980.0;0.0;600015955;507477740;250;0
185;2008-09-01;1970-01-01;1970-01-01;180;79500.0;0.0;680000054;506025969;252;0
186;2008-09-01;1970-01-01;1970-01-01;1;9.9;0.0;506772527;503733580;254;0
187;2008-09-01;1970-01-01;2009-09-02;30;12.02547;12.02547;501328599;501290567;256;0
188;2008-09-01;1970-01-01;1970-01-01;1;18.0;0.0;506772527;506752828;257;0
189;2008-09-01;1970-01-01;1970-01-01;1;14.5;0.0;506772527;506227871;258;0
190;2008-09-01;1970-01-01;1970-01-01;2;5.14286;0.0;505335018;501915451;260;0
191;2008-09-02;2008-09-02;2009-09-02;365;42.0;42.0;501205551;500038619;262;0
193;2008-09-02;1970-01-01;1970-01-01;3;11.3016;0.0;501457399;506798364;264;0
194;2008-09-02;1970-01-01;1970-01-01;3;12.36556;0.0;501457399;503270350;265;0
195;2008-09-02;1970-01-01;1970-01-01;3;9.3248;0.0;501457399;503270350;265;0
196;2008-09-02;1970-01-01;1970-01-01;7;8.04919;0.0;501457399;501576436;266;0
197;2008-09-02;1970-01-01;1970-01-01;3;12.9693;0.0;501457399;500134960;268;0
198;2008-09-02;1970-01-01;1970-01-01;2;7.0224;0.0;501457399;980218764;50;0
199;2008-09-02;1970-01-01;1970-01-01;1;9.45;0.0;501457399;504282921;270;0
200;2008-09-02;1970-01-01;1970-01-01;2;12.3816;0.0;501457399;980218764;50;0
201;2008-09-02;1970-01-01;1970-01-01;61;16.9357;0.0;600000303;504839748;272;0
202;2008-09-02;1970-01-01;1970-01-01;61;18.40594;0.0;600000303;501326456;273;0
203;2008-09-02;1970-01-01;1970-01-01;30;10.13496;0.0;506735524;501075666;275;0
204;2008-09-02;1970-01-01;1970-01-01;1;6.05173;0.0;511280521;511269420;277;0
205;2008-09-02;1970-01-01;1970-01-01;15;8.5;0.0;508666236;501190295;279;0
206;2008-09-02;1970-01-01;1970-01-01;15;10.8642;0.0;512044023;112095305;280;0
207;2008-09-02;1970-01-01;1970-01-01;10;10.8276;0.0;501120149;503293946;281;0
208;2008-09-02;1970-01-01;1970-01-01;1;14.0;0.0;506772527;507537734;282;0
209;2008-09-02;1970-01-01;1970-01-01;1;16.3;0.0;502098139;508146941;207;0
210;2008-09-02;1970-01-01;1970-01-01;1;3.625;0.0;502098139;504961292;285;0
211;2008-09-02;1970-01-01;1970-01-01;1;3.75;0.0;502098139;504961292;285;0
212;2008-09-02;1970-01-01;1970-01-01;1;1.81875;0.0;502098139;214964795;286;0
213;2008-09-02;1970-01-01;1970-01-01;1;30.54441;0.0;502098139;505009145;287;0
214;2008-09-02;1970-01-01;1970-01-01;1;7.65;7.65;506722422;504814630;289;0
215;2008-09-02;1970-01-01;1970-01-01;1;5.3551;0.0;506676056;182930670;291;0
216;2008-09-02;1970-01-01;1970-01-01;30;7.2;0.0;506787249;505616297;293;0
217;2008-09-02;1970-01-01;1970-01-01;153;19.8;0.0;502833530;507019318;295;0
218;2008-09-02;1970-01-01;1970-01-01;334;11.52;0.0;502833530;200739735;296;0
219;2008-09-03;1970-01-01;1970-01-01;55;6.9;0.0;506609553;504236091;298;0
220;2008-09-03;1970-01-01;1970-01-01;4;5.735;0.0;600000125;501347887;300;0
221;2008-09-03;1970-01-01;1970-01-01;365;5.49;0.0;505985217;505296713;302;1
223;2008-09-03;2008-09-02;2009-04-27;60;68.99108;61.99108;506829197;506064263;305;0
225;2008-09-03;2008-09-02;2009-04-24;60;57.1254;53.72906;506829197;506064263;305;0
227;2008-09-03;2008-08-21;2008-10-24;10;8.25;8.25;506791238;505502275;309;0
229;2008-09-03;1970-01-01;1970-01-01;1;16.0;0.0;506609553;503207012;311;0
230;2008-09-03;1970-01-01;1970-01-01;365;19.44;0.0;505478471;501707328;313;0
231;2008-09-03;1970-01-01;1970-01-01;1;8.75;0.0;506609553;504174142;314;0
232;2008-09-03;1970-01-01;1970-01-01;1;10.0;0.0;506772527;504306332;205;0
233;2008-09-03;1970-01-01;1970-01-01;1;9.75;0.0;506772527;504306332;205;0
234;2008-09-03;1970-01-01;1970-01-01;20;7.899;0.0;671000497;511021380;317;0
235;2008-09-03;1970-01-01;1970-01-01;3;1.386;0.0;502098139;505076780;318;0
236;2008-09-03;1970-01-01;1970-01-01;3;39250.0;0.0;502098139;502098317;122;0
237;2008-09-03;1970-01-01;1970-01-01;3;1.1;0.0;502098139;502420227;320;0
238;2008-09-03;1970-01-01;1970-01-01;3;10990.0;0.0;502098139;503536717;321;0
239;2008-09-03;1970-01-01;1970-01-01;3;3.066;0.0;502098139;504551221;48;0
240;2008-09-03;1970-01-01;1970-01-01;60;18.0;0.0;600013715;506349632;324;0
241;2008-09-03;1970-01-01;1970-01-01;2;21.65;0.0;502130040;505748215;326;0
242;2008-09-03;1970-01-01;1970-01-01;3;95040.0;0.0;502098139;500246530;327;0
243;2008-09-03;1970-01-01;1970-01-01;5;5.45314;0.0;502098139;500297177;328;0
244;2008-09-03;1970-01-01;1970-01-01;3;22492.0;0.0;502098139;503536717;321;0
245;2008-09-03;1970-01-01;1970-01-01;3;35744.0;0.0;502098139;502420227;320;0
246;2008-09-03;1970-01-01;1970-01-01;3;60400.0;0.0;502098139;502420227;320;0
247;2008-09-03;1970-01-01;1970-01-01;180;78.75;0.0;506811913;128341343;330;0
248;2008-09-03;1970-01-01;1970-01-01;3;7738.0;0.0;502098139;503536717;321;0
249;2008-09-03;1970-01-01;1970-01-01;3;17800.0;0.0;502098139;502420227;320;0
250;2008-09-03;1970-01-01;1970-01-01;3;23.72437;0.0;502098139;500118035;331;0
251;2008-08-06;1970-01-01;1970-01-01;30;8.93172;0.0;501294104;500244502;333;0
252;2008-09-03;1970-01-01;1970-01-01;3;3304.0;0.0;502098139;115860355;334;0
253;2008-09-03;1970-01-01;1970-01-01;3;50980.0;0.0;502098139;115860355;334;0
254;2008-09-03;1970-01-01;1970-01-01;1;34375.0;0.0;503539473;193471434;335;0
255;2008-09-03;1970-01-01;1970-01-01;1;3.75;0.0;503539473;101628889;336;0
256;2008-09-03;1970-01-01;1970-01-01;1;60000.0;0.0;503539473;501638180;337;0
257;2008-09-03;1970-01-01;1970-01-01;1;1.7856;0.0;503539473;500646791;338;0
259;2008-09-03;1970-01-01;1970-01-01;1;2.38665;0.0;503539473;500886113;121;0
260;2008-09-03;1970-01-01;1970-01-01;7;9.823;0.0;504915266;502325194;341;0
261;2008-09-03;2008-09-03;2008-09-23;15;15.32;15.32;600035972;501267255;22;0
258;2008-09-03;1970-01-01;1970-01-01;1;4.5216;0.0;503539473;501973249;339;0
263;2008-09-03;2008-09-03;2008-09-19;5;5.87577;5.87577;600035972;501782230;119;0
265;2008-09-03;2008-09-03;2008-10-15;15;6.75175;6.75175;600035972;501432507;76;0
267;2008-09-03;1970-01-01;1970-01-01;3;13000.0;0.0;502098139;115860355;334;0
268;2008-09-03;1970-01-01;1970-01-01;3;39250.0;0.0;502098139;502098317;122;0
269;2008-09-03;1970-01-01;1970-01-01;3;26680.0;0.0;502098139;115860355;334;0
270;2008-09-03;1970-01-01;1970-01-01;3;65164.0;0.0;502098139;504117050;347;0
271;2008-09-03;1970-01-01;1970-01-01;3;6571.0;0.0;502098139;504117050;347;0
272;2008-09-03;1970-01-01;1970-01-01;3;8108.0;0.0;502098139;504117050;347;0
273;2008-09-03;1970-01-01;1970-01-01;3;4471.0;0.0;502098139;504117050;347;0
274;2008-09-04;2008-09-04;2008-09-08;1;21.43;21.43;680001069;500754071;52;0
276;2008-09-04;1970-01-01;1970-01-01;14;15.5736;0.0;500792887;500242640;351;0
277;2008-09-10;2008-09-04;2008-09-09;1;19.01878;19.01878;680001069;980259665;353;0
279;2008-09-03;1970-01-01;1970-01-01;7;45000.0;0.0;502098139;115860355;334;0
280;2008-09-03;1970-01-01;1970-01-01;3;3500.0;0.0;502098139;504117050;347;0
281;2008-09-03;1970-01-01;1970-01-01;7;4.78168;0.0;502098139;115343806;354;0
282;2008-09-03;1970-01-01;1970-01-01;3;8500.0;0.0;502098139;115860355;334;0
283;2008-09-03;1970-01-01;1970-01-01;4;22300.0;0.0;502098139;115860355;334;0
284;2008-09-03;1970-01-01;1970-01-01;30;11.28;0.0;501178708;505179954;356;0
285;2008-09-03;1970-01-01;1970-01-01;1;7.2;0.0;501294104;504137484;357;0
286;2008-09-03;1970-01-01;1970-01-01;45;74.592;0.0;502225610;500434042;359;0
287;2008-09-03;1970-01-01;1970-01-01;60;16.52594;0.0;502225610;111613353;360;0
288;2008-09-03;1970-01-01;1970-01-01;37;18.0;0.0;505181266;505535823;362;0
289;2008-09-04;1970-01-01;1970-01-01;5;54.63;0.0;507012100;505544105;363;0
290;2008-09-04;1970-01-01;1970-01-01;10;3.9;0.0;507012100;203998626;364;0
291;2008-09-04;1970-01-01;2008-09-07;1;3.6;3.6;508160570;507574745;366;0
292;2008-09-03;1970-01-01;1970-01-01;20;25.89915;0.0;506605930;501523375;368;0
293;2008-09-04;1970-01-01;2008-11-20;2;5.628;5.628;506359670;503780243;370;0
294;2008-09-04;2008-08-21;2008-12-17;2;20.83167;20.83167;506791238;504446592;372;0
296;2008-09-04;1970-01-01;1970-01-01;75;19.3188;0.0;680009671;500229147;373;0
297;2008-09-04;2008-08-22;2008-09-09;2;13.80953;13.80953;506791238;502332972;374;0
301;2008-09-04;1970-01-01;2008-10-30;45;16.933;16.933;502246308;500828172;375;0
302;2008-09-04;1970-01-01;1970-01-01;10;12.61959;0.0;680017763;500595909;377;0
303;2008-09-04;2008-09-03;2008-09-08;3;15.502;15.502;505311313;507152662;152;0
305;2008-09-04;1970-01-01;1970-01-01;122;16.08;0.0;501536272;501267255;22;0
306;2008-09-04;1970-01-01;1970-01-01;2;8.316;0.0;503539473;505810727;383;0
307;2008-09-04;1970-01-01;1970-01-01;1;20000.0;0.0;503539473;501189912;384;0
308;2008-09-04;1970-01-01;1970-01-01;2;80000.0;0.0;503539473;501189912;384;0
309;2008-09-04;1970-01-01;1970-01-01;365;2850.0;0.0;503539473;501121250;386;0
310;2008-09-04;1970-01-01;1970-01-01;730;16020.0;0.0;503539473;501859349;387;0
311;2008-09-04;1970-01-01;1970-01-01;1;83562.0;0.0;503539473;507641345;388;0
312;2008-09-04;1970-01-01;1970-01-01;2;75300.0;0.0;503539473;500257841;389;0
313;2008-09-04;1970-01-01;1970-01-01;15;7.7;0.0;501394192;508609097;391;0
314;2008-09-04;1970-01-01;1970-01-01;1;7.96;0.0;501394192;500726531;392;0
315;2008-09-04;1970-01-01;2008-09-04;8;6.318;6.318;506557057;500271810;394;0
316;2008-09-04;1970-01-01;1970-01-01;10;7.56195;0.0;680009671;500237883;395;0
318;2008-09-04;1970-01-01;1970-01-01;2;31.3552;0.0;506334562;506382680;398;0
319;2008-09-04;1970-01-01;1970-01-01;150;23.184;0.0;501492275;503672238;400;0
320;2008-09-04;1970-01-01;1970-01-01;1;9.15;0.0;506907619;505141019;4;0
321;2008-09-04;1970-01-01;2008-11-12;90;32.898;32.898;511243138;503789640;404;0
322;2008-09-04;1970-01-01;1970-01-01;3;18056.0;0.0;502098139;503536717;321;0
323;2008-09-04;1970-01-01;1970-01-01;1;13.275;0.0;502098139;507020014;405;0
324;2008-09-04;1970-01-01;1970-01-01;1;3.96121;0.0;502098139;500032335;224;0
325;2008-09-04;1970-01-01;1970-01-01;5;12.5;0.0;506806898;500154244;406;0
326;2008-09-04;1970-01-01;1970-01-01;124;5.532;0.0;680009671;505076780;318;0
327;2008-09-05;1970-01-01;2008-11-24;15;17.53675;17.53675;506605949;503769649;409;0
328;2008-09-04;1970-01-01;1970-01-01;12;12.6725;0.0;506563774;503841285;183;0
329;2008-09-05;1970-01-01;1970-01-01;60;10.2375;0.0;501305912;505049457;413;0
330;2008-09-03;1970-01-01;1970-01-01;1;5.35;0.0;502130040;504447971;414;0
331;2008-09-04;1970-01-01;1970-01-01;10;7.68461;0.0;600000125;500092354;415;0
332;2008-09-05;1970-01-01;1970-01-01;31;9.2;0.0;505187531;504899376;416;0
333;2008-09-05;1970-01-01;1970-01-01;120;9.0;0.0;506452654;215457080;418;0
334;2008-09-05;1970-01-01;1970-01-01;20;24.7296;0.0;501305912;500217904;419;0
335;2008-09-05;1970-01-01;1970-01-01;7;4.403;0.0;500086826;502559594;421;0
336;2008-09-05;1970-01-01;1970-01-01;365;16.326;0.0;506791220;505296713;302;0
337;2008-09-05;2008-09-02;1970-01-01;122;9.5;0.0;500051062;502536870;423;0
338;2008-09-05;1970-01-01;1970-01-01;11;23.4;0.0;500792887;500636630;424;0
339;2008-09-05;1970-01-01;1970-01-01;5;4.32;0.0;507012100;145728811;425;0
340;2008-09-05;1970-01-01;1970-01-01;1;1.47;0.0;503539473;500886113;121;0
341;2008-09-05;1970-01-01;1970-01-01;2;10.7783;0.0;503539473;505134195;427;0
342;2008-09-05;1970-01-01;1970-01-01;1;80000.0;0.0;503539473;154474916;428;0
343;2008-09-05;1970-01-01;1970-01-01;30;6.19;0.0;500086826;502559594;421;0
344;2008-09-05;1970-01-01;1970-01-01;30;8.53;0.0;500086826;502559594;421;0
345;2008-09-05;1970-01-01;1970-01-01;5;7.5;0.0;501273433;503046647;430;0
346;2008-09-05;1970-01-01;2009-03-23;56;36.713;36.71296;505584760;505141019;4;0
347;2008-09-05;1970-01-01;1970-01-01;30;7.29;0.0;500086826;502559594;421;0
348;2008-09-05;1970-01-01;1970-01-01;45;33.0;0.0;500086826;503336041;433;0
349;2008-09-05;1970-01-01;1970-01-01;30;10.6;0.0;500086826;504862642;434;0
350;2008-09-05;1970-01-01;1970-01-01;8;7.2;0.0;506812820;500352623;435;0
351;2008-09-05;2008-08-20;2008-09-04;1;5.1;5.1;501258027;216254833;437;0
353;2008-09-05;2008-08-22;2008-10-29;15;6.7;6.7;505410850;502020121;439;0
355;2008-09-05;1970-01-01;1970-01-01;8;13.8;0.0;600070247;505107686;442;0
